Whole Foods Market,43.074796,-89.444055
Metro Market,43.076504,-89.449348
Midway Foods Asian,43.063870,-89.400245
Capitol Centre Market,43.072794,-89.390237
Metcalfe's Market,43.073957,-89.452845
Fresh Madison Market,43.073002,-89.397660
Trader Joe's,43.064994,-89.417285
J&P Fresh Market,43.074920,-89.391316
